Gene ID,Gene Symbol,Description,Alpha-26yF-0018,Alpha-35yF-0028,Alpha-49yF-0015,Alpha-55yM-0021,Alpha-50yM-0037,Beta-50yM-0038,Beta-49yF-0016,Beta-35yF-0029,Beta-26yF-0019,Beta-55yM-0022,Chromosome,Start,End,Entrez ID,Gene Type
ENSG00000173540,GMPPB,GDP-mannose pyrophosphorylase B [Source:HGNC Symbol;Acc:22932],183,236,212,158,219,267,251,318,378,157,chr3,49754277,49761384,,protein_coding
ENSG00000176095,IP6K1,inositol hexakisphosphate kinase 1 [Source:HGNC Symbol;Acc:18360],479,656,329,246,287,248,254,335,291,267,chr3,49761727,49823975,9807,protein_coding
ENSG00000004534,RBM6,RNA binding motif protein 6 [Source:HGNC Symbol;Acc:9903],921,1842,3673,2098,2103,2192,3285,1503,1414,2794,chr3,49977440,50137478,10180,protein_coding
ENSG00000003756,RBM5,RNA binding motif protein 5 [Source:HGNC Symbol;Acc:9902],1840,3456,2924,2435,3548,2929,2592,3358,2739,3375,chr3,50126341,50156454,10181,protein_coding
ENSG00000114353,GNAI2,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 [Source:HGNC Symbol;Acc:4385]",1341,1614,1149,842,1296,844,1162,1760,1193,795,chr3,50263724,50296787,2771,protein_coding
ENSG00000114383,TUSC2,tumor suppressor candidate 2 [Source:HGNC Symbol;Acc:17034],76,149,84,68,66,109,87,143,70,82,chr3,50357458,50365682,11334,protein_coding
ENSG00000068028,RASSF1,Ras association (RalGDS/AF-6) domain family member 1 [Source:HGNC Symbol;Acc:9882],127,65,63,134,89,200,39,39,63,173,chr3,50367219,50378411,11186,protein_coding
ENSG00000114388,NPRL2,nitrogen permease regulator-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:24969],276,278,193,317,337,417,223,298,406,547,chr3,50384761,50388522,10641,protein_coding
ENSG00000114395,CYB561D2,"cytochrome b561 family, member D2 [Source:HGNC Symbol;Acc:30253]",86,47,95,92,46,76,67,43,53,64,chr3,50388126,50395891,11068,protein_coding
ENSG00000126062,TMEM115,transmembrane protein 115 [Source:HGNC Symbol;Acc:30055],211,216,120,147,112,106,119,98,122,93,chr3,50392180,50397041,11070,protein_coding
ENSG00000007402,CACNA2D2,"calcium channel, voltage-dependent, alpha 2/delta subunit 2 [Source:HGNC Symbol;Acc:1400]",3657,5608,2919,3099,4127,960,1762,2046,2292,508,chr3,50400233,50541675,9254,protein_coding
ENSG00000088543,C3orf18,chromosome 3 open reading frame 18 [Source:HGNC Symbol;Acc:24837],27,41,50,84,86,146,111,145,67,103,chr3,50595462,50608458,51161,protein_coding
ENSG00000114735,HEMK1,HemK methyltransferase family member 1 [Source:HGNC Symbol;Acc:24923],161,119,428,315,289,781,442,204,289,782,chr3,50606583,50622366,51409,protein_coding
ENSG00000114737,CISH,cytokine inducible SH2-containing protein [Source:HGNC Symbol;Acc:1984],40,82,81,44,51,41,84,42,26,108,chr3,50643921,50649262,1154,protein_coding
ENSG00000114738,MAPKAPK3,mitogen-activated protein kinase-activated protein kinase 3 [Source:HGNC Symbol;Acc:6888],262,208,229,293,150,182,190,240,184,164,chr3,50648951,50686720,7867,protein_coding
ENSG00000088538,DOCK3,dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:2989],577,488,425,581,785,1200,623,711,513,709,chr3,50712672,51421629,1795,protein_coding
ENSG00000145050,MANF,mesencephalic astrocyte-derived neurotrophic factor [Source:HGNC Symbol;Acc:15461],448,396,536,857,648,1816,1018,763,1888,998,chr3,51422478,51426828,7873,protein_coding
ENSG00000179837,RBM15B,RNA binding motif protein 15B [Source:HGNC Symbol;Acc:24303],573,1116,622,500,444,484,500,817,547,530,chr3,51428731,51435330,29890,protein_coding
ENSG00000145041,VPRBP,Vpr (HIV-1) binding protein [Source:HGNC Symbol;Acc:30911],743,1243,782,669,737,660,603,662,627,523,chr3,51433298,51534010,9730,protein_coding
ENSG00000164080,RAD54L2,RAD54-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:29123],1113,1330,595,707,978,869,484,1144,1168,825,chr3,51575160,51702683,23132,protein_coding
ENSG00000164081,TEX264,testis expressed 264 [Source:HGNC Symbol;Acc:30247],75,75,86,63,71,86,47,50,43,52,chr3,51696709,51738339,51368,protein_coding
ENSG00000090097,PCBP4,poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:8652],80,108,74,67,84,73,65,30,51,38,chr3,51991470,52002426,57060,protein_coding
ENSG00000114779,ABHD14B,abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:28235],160,376,280,334,289,193,238,440,191,308,chr3,52002526,52017425,84836,protein_coding
ENSG00000162244,RPL29,ribosomal protein L29 [Source:HGNC Symbol;Acc:10331],118,200,83,98,88,93,96,202,96,145,chr3,52027616,52029958,6159,protein_coding
ENSG00000164086,DUSP7,dual specificity phosphatase 7 [Source:HGNC Symbol;Acc:3073],200,221,87,119,82,225,324,366,200,267,chr3,52082935,52090566,1849,protein_coding
ENSG00000023330,ALAS1,"aminolevulinate, delta-, synthase 1 [Source:HGNC Symbol;Acc:396]",1214,864,760,784,524,465,470,597,742,423,chr3,52232102,52248343,211,protein_coding
ENSG00000164088,PPM1M,"protein phosphatase, Mg2+/Mn2+ dependent, 1M [Source:HGNC Symbol;Acc:26506]",127,213,154,95,113,117,44,50,50,102,chr3,52279841,52284613,132160,protein_coding
ENSG00000164091,WDR82,WD repeat domain 82 [Source:HGNC Symbol;Acc:28826],721,1927,1028,1035,844,985,865,867,819,1447,chr3,52288437,52322036,80335,protein_coding
ENSG00000114841,DNAH1,"dynein, axonemal, heavy chain 1 [Source:HGNC Symbol;Acc:2940]",326,448,340,278,506,162,265,165,253,98,chr3,52350335,52434507,25981,protein_coding
ENSG00000163930,BAP1,BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase) [Source:HGNC Symbol;Acc:950],156,250,156,243,170,146,182,299,185,261,chr3,52435029,52444366,8314,protein_coding
ENSG00000010318,PHF7,PHD finger protein 7 [Source:HGNC Symbol;Acc:18458],33,70,69,81,28,87,78,34,86,92,chr3,52444673,52457657,51533,protein_coding
ENSG00000010322,NISCH,nischarin [Source:HGNC Symbol;Acc:18006],729,1149,889,699,785,903,1025,1548,920,1933,chr3,52489134,52527087,11188,protein_coding
ENSG00000168268,NT5DC2,5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:25717],41,104,64,72,50,60,85,137,112,53,chr3,52558386,52569070,64943,protein_coding
ENSG00000168273,SMIM4,small integral membrane protein 4 [Source:HGNC Symbol;Acc:37257],129,150,139,158,195,149,134,113,146,86,chr3,52568029,52613253,440957,protein_coding
ENSG00000163939,PBRM1,polybromo 1 [Source:HGNC Symbol;Acc:30064],2367,1995,2855,2360,1972,2698,2952,2054,2579,2175,chr3,52579368,52719933,55193,protein_coding
ENSG00000163938,GNL3,guanine nucleotide binding protein-like 3 (nucleolar) [Source:HGNC Symbol;Acc:29931],1513,1016,1252,1215,817,2976,2131,1643,4186,2319,chr3,52715172,52728508,,protein_coding
ENSG00000016864,GLT8D1,glycosyltransferase 8 domain containing 1 [Source:HGNC Symbol;Acc:24870],1074,628,992,1215,876,1691,1447,1360,2080,1426,chr3,52728505,52740048,55830,protein_coding
ENSG00000114902,SPCS1,signal peptidase complex subunit 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:23401],458,541,628,701,523,1130,625,740,840,558,chr3,52738971,52742182,28972,protein_coding
ENSG00000114904,NEK4,NIMA-related kinase 4 [Source:HGNC Symbol;Acc:11399],361,435,663,710,471,670,872,367,434,308,chr3,52744800,52804965,6787,protein_coding
ENSG00000055955,ITIH4,"inter-alpha-trypsin inhibitor heavy chain family, member 4 [Source:HGNC Symbol;Acc:6169]",38,39,57,78,42,64,52,59,51,55,chr3,52846991,52865495,3700,protein_coding
ENSG00000243696,RP5-966M1.6,Musculoskeletal embryonic nuclear protein 1  [Source:UniProtKB/TrEMBL;Acc:D6R8Y8],54,62,121,183,69,108,113,84,92,108,chr3,52847298,52869745,,protein_coding
ENSG00000248592,TMEM110-MUSTN1,TMEM110-MUSTN1 readthrough [Source:HGNC Symbol;Acc:38834],118,76,92,98,79,106,141,74,115,56,chr3,52867137,52931578,,protein_coding
ENSG00000213533,TMEM110,transmembrane protein 110 [Source:HGNC Symbol;Acc:30526],86,47,48,76,81,108,159,61,91,73,chr3,52870235,52931612,375346,protein_coding
ENSG00000163935,SFMBT1,Scm-like with four mbt domains 1 [Source:HGNC Symbol;Acc:20255],413,571,479,513,798,684,753,341,362,524,chr3,52937588,53080766,51460,protein_coding
ENSG00000163933,RFT1,RFT1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:30220],444,679,407,427,454,370,350,415,688,540,chr3,53122499,53164478,91869,protein_coding
ENSG00000163932,PRKCD,"protein kinase C, delta [Source:HGNC Symbol;Acc:9399]",128,27,97,106,128,112,240,175,147,119,chr3,53190025,53226733,5580,protein_coding
ENSG00000163931,TKT,transketolase [Source:HGNC Symbol;Acc:11834],378,367,690,511,517,863,573,447,480,402,chr3,53258723,53290068,7086,protein_coding
ENSG00000162290,DCP1A,decapping mRNA 1A [Source:HGNC Symbol;Acc:18714],2032,1818,1120,1268,1386,1875,1097,1773,2315,1940,chr3,53317447,53381654,55802,protein_coding
ENSG00000157388,CACNA1D,"calcium channel, voltage-dependent, L type, alpha 1D subunit [Source:HGNC Symbol;Acc:1391]",4487,3658,4489,4620,4869,5215,5309,3932,4007,3682,chr3,53528683,53847760,776,protein_coding
ENSG00000016391,CHDH,choline dehydrogenase [Source:HGNC Symbol;Acc:24288],1272,1094,1006,570,358,201,978,538,644,1139,chr3,53846362,53880417,55349,protein_coding
ENSG00000056736,IL17RB,interleukin 17 receptor B [Source:HGNC Symbol;Acc:18015],755,490,1527,878,406,528,2885,505,596,1542,chr3,53880607,53899827,55540,protein_coding
ENSG00000113812,ACTR8,ARP8 actin-related protein 8 homolog (yeast) [Source:HGNC Symbol;Acc:14672],293,311,301,426,282,560,378,264,426,535,chr3,53901093,53916229,93973,protein_coding
ENSG00000113811,SELK,Selenoprotein K  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y6D0],686,752,492,784,622,1542,660,641,1226,1257,chr3,53918437,53926015,58515,protein_coding
ENSG00000187672,ERC2,ELKS/RAB6-interacting/CAST family member 2 [Source:HGNC Symbol;Acc:31922],285,327,343,296,214,195,282,247,238,76,chr3,55542336,56502391,26059,protein_coding
ENSG00000180376,CCDC66,coiled-coil domain containing 66 [Source:HGNC Symbol;Acc:27709],688,439,594,526,783,754,609,523,914,750,chr3,56591189,56655846,285331,protein_coding
ENSG00000163946,FAM208A,"family with sequence similarity 208, member A [Source:HGNC Symbol;Acc:30314]",1346,2136,2102,1847,2313,1704,2293,1436,1464,1513,chr3,56654161,56717265,23272,protein_coding
ENSG00000163947,ARHGEF3,Rho guanine nucleotide exchange factor (GEF) 3 [Source:HGNC Symbol;Acc:683],766,241,1585,2061,751,2399,1804,805,1679,4034,chr3,56761446,57113357,50650,protein_coding
ENSG00000157500,APPL1,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1 [Source:HGNC Symbol;Acc:24035]",1200,912,1065,1342,1173,1335,1546,1523,1305,1499,chr3,57261765,57307496,26060,protein_coding
ENSG00000239388,ASB14,ankyrin repeat and SOCS box containing 14 [Source:HGNC Symbol;Acc:19766],327,386,236,231,184,239,235,389,224,326,chr3,57302375,57326710,142686,protein_coding
ENSG00000174844,DNAH12,"dynein, axonemal, heavy chain 12 [Source:HGNC Symbol;Acc:2943]",294,144,159,183,120,297,254,204,167,387,chr3,57327727,57530071,201625,protein_coding
ENSG00000174840,PDE12,phosphodiesterase 12 [Source:HGNC Symbol;Acc:25386],1370,1354,853,1137,1026,1170,1065,1043,1529,934,chr3,57542003,57552571,201626,protein_coding
ENSG00000168374,ARF4,ADP-ribosylation factor 4 [Source:HGNC Symbol;Acc:655],1289,1184,1604,1954,1481,4107,1888,2044,3341,2860,chr3,57557090,57583947,378,protein_coding
ENSG00000174839,DENND6A,DENN/MADD domain containing 6A [Source:HGNC Symbol;Acc:26635],746,822,583,713,793,430,449,664,324,651,chr3,57611184,57678816,201627,protein_coding
ENSG00000163681,SLMAP,sarcolemma associated protein [Source:HGNC Symbol;Acc:16643],1041,1067,1328,1634,1562,1592,1350,982,1101,1063,chr3,57741177,57914895,7871,protein_coding
ENSG00000136068,FLNB,"filamin B, beta [Source:HGNC Symbol;Acc:3755]",6462,6692,7107,6746,5029,2995,7308,6387,8448,3048,chr3,57994127,58157982,2317,protein_coding
ENSG00000163686,ABHD6,abhydrolase domain containing 6 [Source:HGNC Symbol;Acc:21398],104,90,127,181,78,60,107,72,104,145,chr3,58223233,58281420,57406,protein_coding
ENSG00000163684,RPP14,ribonuclease P/MRP 14kDa subunit [Source:HGNC Symbol;Acc:30327],789,1014,334,414,498,358,306,543,597,415,chr3,58291974,58310422,11102,protein_coding
ENSG00000255154,RPP14,"Hydroxyacyl-thioester dehydratase type 2, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P86397]",217,358,104,221,238,68,127,190,360,130,chr3,58303341,58303847,,protein_coding
ENSG00000168297,PXK,PX domain containing serine/threonine kinase [Source:HGNC Symbol;Acc:23326],1295,879,2239,2490,1257,414,1702,992,1005,1015,chr3,58318607,58411748,54899,protein_coding
ENSG00000168291,PDHB,pyruvate dehydrogenase (lipoamide) beta [Source:HGNC Symbol;Acc:8808],363,565,656,512,609,355,548,402,375,266,chr3,58413357,58419584,5162,protein_coding
ENSG00000168301,KCTD6,potassium channel tetramerization domain containing 6 [Source:HGNC Symbol;Acc:22235],130,78,155,165,167,110,133,84,87,100,chr3,58477841,58488087,200845,protein_coding
ENSG00000163689,C3orf67,chromosome 3 open reading frame 67 [Source:HGNC Symbol;Acc:24763],218,327,198,294,287,199,367,419,269,275,chr3,58703092,59035810,200844,protein_coding
ENSG00000189283,FHIT,fragile histidine triad [Source:HGNC Symbol;Acc:3701],79,102,55,132,247,107,102,61,122,97,chr3,59735036,61237133,2272,protein_coding
ENSG00000144724,PTPRG,"protein tyrosine phosphatase, receptor type, G [Source:HGNC Symbol;Acc:9671]",454,240,655,569,594,137,348,139,133,222,chr3,61547243,62283288,5793,protein_coding
ENSG00000114405,C3orf14,chromosome 3 open reading frame 14 [Source:HGNC Symbol;Acc:25024],521,674,927,520,803,784,764,595,648,664,chr3,62304648,62321888,57415,protein_coding
ENSG00000163618,CADPS,Ca++-dependent secretion activator [Source:HGNC Symbol;Acc:1426],6209,5095,8315,4035,5115,4582,7528,5834,5232,4621,chr3,62384022,62861054,8618,protein_coding
ENSG00000163634,THOC7,THO complex 7 homolog (Drosophila) [Source:HGNC Symbol;Acc:29874],308,194,280,293,383,363,199,221,184,225,chr3,63819546,63849579,80145,protein_coding
ENSG00000163635,ATXN7,ataxin 7 [Source:HGNC Symbol;Acc:10560],5164,5401,3876,4503,4220,2659,2399,4107,4131,4143,chr3,63850233,63989138,6314,protein_coding
ENSG00000163636,PSMD6,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 6 [Source:HGNC Symbol;Acc:9564]",4424,4186,2274,2827,3655,2941,1775,3408,3985,2786,chr3,63996225,64009658,9861,protein_coding
ENSG00000163637,PRICKLE2,prickle homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:20340],170,152,466,970,895,1042,601,244,229,377,chr3,64079543,64431152,166336,protein_coding
ENSG00000151276,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1 [Source:HGNC Symbol;Acc:946]",2769,2739,2866,1613,2194,1582,2123,1561,1822,990,chr3,65339200,66024509,9223,protein_coding
ENSG00000144741,SLC25A26,"solute carrier family 25 (S-adenosylmethionine carrier), member 26 [Source:HGNC Symbol;Acc:20661]",313,359,153,177,309,317,308,315,357,440,chr3,66119285,66438540,115286,protein_coding
ENSG00000144749,LRIG1,leucine-rich repeats and immunoglobulin-like domains 1 [Source:HGNC Symbol;Acc:17360],571,396,361,486,558,1205,803,937,768,1392,chr3,66429221,66551687,26018,protein_coding
ENSG00000172340,SUCLG2,"succinate-CoA ligase, GDP-forming, beta subunit [Source:HGNC Symbol;Acc:11450]",139,284,147,286,291,496,194,243,234,370,chr3,67410884,67705038,8801,protein_coding
ENSG00000163378,EOGT,EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase [Source:HGNC Symbol;Acc:28526],778,870,614,785,925,589,494,874,778,269,chr3,69024365,69063112,285203,protein_coding
ENSG00000144747,TMF1,TATA element modulatory factor 1 [Source:HGNC Symbol;Acc:11870],5045,3631,2813,3931,3839,7265,3930,4823,7121,6060,chr3,69068978,69101484,7110,protein_coding
ENSG00000144744,UBA3,ubiquitin-like modifier activating enzyme 3 [Source:HGNC Symbol;Acc:12470],481,454,651,492,526,541,570,491,497,453,chr3,69103881,69129559,9039,protein_coding
ENSG00000144746,ARL6IP5,ADP-ribosylation-like factor 6 interacting protein 5 [Source:HGNC Symbol;Acc:16937],1027,1041,563,844,888,1126,995,1450,1052,1196,chr3,69134095,69155217,10550,protein_coding
ENSG00000114541,FRMD4B,FERM domain containing 4B [Source:HGNC Symbol;Acc:24886],1456,824,721,761,1083,55,142,319,407,49,chr3,69219141,69591734,23150,protein_coding
ENSG00000114861,FOXP1,forkhead box P1 [Source:HGNC Symbol;Acc:3823],6375,3148,3517,2658,2496,2088,2290,3149,4473,3301,chr3,71003844,71633140,27086,protein_coding
ENSG00000163412,EIF4E3,eukaryotic translation initiation factor 4E family member 3 [Source:HGNC Symbol;Acc:31837],1077,1344,1392,1492,1704,1556,1498,1262,1659,1352,chr3,71724567,71803924,317649,protein_coding
ENSG00000170837,GPR27,G protein-coupled receptor 27 [Source:HGNC Symbol;Acc:4482],55,158,88,169,152,282,95,133,101,139,chr3,71803201,71805647,2850,protein_coding
ENSG00000163602,RYBP,RING1 and YY1 binding protein [Source:HGNC Symbol;Acc:10480],2843,2014,1850,2212,2054,2123,2521,2013,2200,2762,chr3,72420976,72496069,23429,protein_coding
ENSG00000144736,SHQ1,"SHQ1, H/ACA ribonucleoprotein assembly factor [Source:HGNC Symbol;Acc:25543]",119,59,147,128,127,186,251,59,169,161,chr3,72798428,72911065,55164,protein_coding
ENSG00000172986,GXYLT2,glucoside xylosyltransferase 2 [Source:HGNC Symbol;Acc:33383],63,61,45,132,213,358,99,39,76,80,chr3,72937224,73047289,727936,protein_coding
ENSG00000163605,PPP4R2,"protein phosphatase 4, regulatory subunit 2 [Source:HGNC Symbol;Acc:18296]",1372,1146,1016,1120,1010,929,912,898,1164,1151,chr3,73045936,73118350,151987,protein_coding
ENSG00000255423,EBLN2,endogenous Bornavirus-like nucleoprotein 2 [Source:HGNC Symbol;Acc:25493],1199,562,1086,366,443,366,689,391,819,425,chr3,73110810,73112488,55096,protein_coding
ENSG00000121440,PDZRN3,PDZ domain containing ring finger 3 [Source:HGNC Symbol;Acc:17704],262,341,202,483,564,559,368,565,509,922,chr3,73431584,73674091,23024,protein_coding
ENSG00000227124,ZNF717,zinc finger protein 717 [Source:HGNC Symbol;Acc:29448],349,207,496,317,364,447,517,682,412,645,chr3,75758794,75834734,100131827,protein_coding
ENSG00000185008,ROBO2,"roundabout, axon guidance receptor, homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:10250]",804,1416,335,794,1289,1225,1509,3045,1906,1804,chr3,75955846,77699115,6092,protein_coding
ENSG00000169855,ROBO1,"roundabout, axon guidance receptor, homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:10249]",418,977,713,689,893,4626,2576,3701,3505,3722,chr3,78646390,79816965,6091,protein_coding
ENSG00000114480,GBE1,"glucan (1,4-alpha-), branching enzyme 1 [Source:HGNC Symbol;Acc:4180]",265,623,456,382,309,389,184,491,407,311,chr3,81538850,81811312,2632,protein_coding
ENSG00000083937,CHMP2B,charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:24537],367,496,479,524,456,565,647,502,462,475,chr3,87276421,87304698,25978,protein_coding
ENSG00000163320,CGGBP1,CGG triplet repeat binding protein 1 [Source:HGNC Symbol;Acc:1888],1019,1313,1198,1687,1422,1184,970,1335,984,1501,chr3,88101094,88199035,8545,protein_coding
ENSG00000175105,ZNF654,zinc finger protein 654 [Source:HGNC Symbol;Acc:25612],852,960,542,785,916,855,771,685,573,1005,chr3,88188254,88193815,55279,protein_coding
ENSG00000179021,C3orf38,chromosome 3 open reading frame 38 [Source:HGNC Symbol;Acc:28384],151,118,134,168,130,116,159,166,159,253,chr3,88198893,88217879,285237,protein_coding
ENSG00000184500,PROS1,protein S (alpha) [Source:HGNC Symbol;Acc:9456],165,159,160,166,144,174,198,322,240,58,chr3,93591881,93692910,5627,protein_coding
ENSG00000169379,ARL13B,ADP-ribosylation factor-like 13B [Source:HGNC Symbol;Acc:25419],238,167,375,236,325,383,470,89,141,164,chr3,93698983,93774512,200894,protein_coding
ENSG00000178700,DHFRL1,dihydrofolate reductase-like 1 [Source:HGNC Symbol;Acc:27309],44,30,104,88,157,261,183,345,114,120,chr3,93766680,93782233,200895,protein_coding
ENSG00000178694,NSUN3,"NOP2/Sun domain family, member 3 [Source:HGNC Symbol;Acc:26208]",200,319,172,163,231,172,201,241,255,199,chr3,93781760,93847389,63899,protein_coding
